,user,dish_ordered,day,time,veg,place
12720,user_976,macaroon,wed,lunch,yes,office
12721,user_777,honey chilli potatoes,thur,lunch,yes,office
12722,user_712,chicken biryani,tue,lunch,no,office
12723,user_418,chilli pork,mon,lunch,no,office
12724,user_545,java chip frappuccino,fri,dinner,yes,office
12725,user_974,chicken kshatriya,mon,lunch,no,office
12726,user_839,veg grilled sandwich,mon,dinner,yes,office
12727,user_258,chingri malaikari,thur,dinner,yes,office
12728,user_949,italian icecream,thur,dinner,yes,office
12729,user_468,churma,wed,dinner,yes,office
12730,user_600,butter chicken roll,thur,dinner,no,office
12731,user_350,dumpukht biryani,thur,lunch,yes,office
12732,user_442,caramel macchiato,thur,lunch,yes,office
12733,user_715,dum aloo kashmiri,tue,lunch,yes,office
12734,user_293,rolls,wed,lunch,yes,office
12735,user_143,malai roll,thur,dinner,yes,office
12736,user_702,seafood ravioli,tue,dinner,yes,office
12737,user_484,peri peri potato wedge,fri,dinner,yes,office
12738,user_710,chicken fingers,fri,lunch,no,office
12739,user_379,florentine omelette,mon,dinner,yes,office
12740,user_33,fish grill,fri,dinner,no,office
12741,user_532,peanut butter smoothie,mon,dinner,yes,office
12742,user_379,laksa,wed,dinner,yes,office
12743,user_839,cajun fries,wed,lunch,yes,office
12744,user_469,banana waffles,wed,lunch,yes,office
12745,user_262,jalebi rabri,tue,lunch,yes,office
12746,user_469,tender coconut payasam,thur,lunch,yes,office
12747,user_550,peri peri prawn,tue,dinner,no,office
12748,user_574,bhuna chicken,thur,lunch,no,office
12749,user_177,pudina paratha,mon,lunch,yes,office
12750,user_143,kanda bhaji,thur,lunch,yes,office
12751,user_974,crispy onion rings,thur,dinner,yes,office
12752,user_807,drunken chicken,mon,lunch,no,office
12753,user_947,prawn dumplings,tue,dinner,no,office
12754,user_29,grilled chicken wrap,tue,dinner,no,office
12755,user_468,nutella ice cream,wed,lunch,yes,office
12756,user_373,tandoori chaap,thur,dinner,yes,office
12757,user_453,paneer malai tikka,mon,dinner,yes,office
12758,user_848,sali boti,tue,dinner,yes,office
12759,user_583,tandoori raan,tue,dinner,yes,office
12760,user_400,ghee khali dosa,wed,lunch,yes,office
12761,user_543,vegetable biryani,thur,dinner,yes,office
12762,user_543,chole bhature,thur,dinner,yes,office
12763,user_568,quinoa burger,wed,lunch,yes,office
12764,user_468,spicy chicken sizzler,mon,lunch,no,office
12765,user_947,veg mushroom,wed,dinner,yes,office
12766,user_272,hyderabadi chicken dum biryani,mon,lunch,no,office
12767,user_293,california burrito,fri,lunch,yes,office
12768,user_813,bread omelette,mon,lunch,yes,office
12769,user_289,paneer malai tikka,wed,dinner,yes,office
12770,user_8,imli,mon,dinner,yes,office
12771,user_37,avocado toast,thur,lunch,yes,office
12772,user_715,honey chilli wings,fri,lunch,yes,office
12773,user_550,friendly staff,wed,dinner,yes,office
12774,user_949,ice cream sandwich,wed,lunch,yes,office
12775,user_869,paneer 65,wed,lunch,yes,office
12776,user_350,chicken masala,wed,lunch,no,office
12777,user_272,aloo papdi chaat,mon,dinner,yes,office
12778,user_438,supreme pizza,wed,dinner,yes,office
12779,user_177,sesame chicken,thur,dinner,no,office
12780,user_888,onion kachori,tue,lunch,yes,office
12781,user_262,crispy chilli chicken,mon,dinner,no,office
12782,user_837,set dosa,mon,dinner,yes,office
12783,user_665,sunday morning breakfast,wed,lunch,yes,office
12784,user_665,mc flurry,tue,dinner,yes,office
12785,user_585,mexican samosa,wed,dinner,yes,office
12786,user_143,curry crab,tue,dinner,yes,office
12787,user_719,paneer pizza,mon,lunch,yes,office
12788,user_600,murgh ghee roast,mon,dinner,yes,office
12789,user_691,mutton dum biryani,wed,dinner,no,office
12790,user_117,dal bati,tue,dinner,yes,office
12791,user_581,taco trio,mon,lunch,yes,office
12792,user_262,khara bun,thur,dinner,yes,office
12793,user_956,masala vada,thur,lunch,yes,office
12794,user_563,tomato chicken,wed,dinner,no,office
12795,user_442,sweet crepe,mon,dinner,yes,office
12796,user_225,andhra thali,fri,lunch,yes,office
12797,user_626,mint cooler,tue,dinner,yes,office
12798,user_953,mushroom salad,mon,dinner,yes,office
12799,user_555,triple choco chip,tue,lunch,yes,office
12800,user_258,tender coconut souffle,wed,lunch,yes,office
12801,user_246,pesto sandwich,wed,dinner,yes,office
12802,user_469,reshmi tikka roll,wed,lunch,yes,office
12803,user_631,chicken pepper dry,thur,dinner,no,office
12804,user_214,drums of heaven,tue,lunch,yes,office
12805,user_634,cinnamon bun,thur,lunch,yes,office
12806,user_800,chapa pulusu,thur,lunch,yes,office
12807,user_634,bengali style biryani,mon,dinner,yes,office
12808,user_262,panner tikka,mon,dinner,yes,office
12809,user_225,onion kachori,tue,lunch,yes,office
12810,user_657,chicken keema samosa,thur,dinner,no,office
12811,user_949,cheese vada pav,mon,dinner,yes,office
12812,user_141,sweet pongal,mon,dinner,yes,office
12813,user_852,shaadi ki biryani,wed,lunch,yes,office
12814,user_466,seaweed salad,fri,dinner,yes,office
12815,user_581,red velvet waffle,mon,lunch,yes,office
12816,user_370,protein chapati,tue,dinner,yes,office
12817,user_563,mutton sukha,fri,lunch,no,office
12818,user_29,mutton dak bunglow,fri,dinner,no,office
12819,user_511,pav bhaji dosa,wed,lunch,yes,office
12820,user_28,tender coconut kulfi,fri,dinner,yes,office
12821,user_289,aamras,thur,lunch,yes,office
12822,user_307,chicken salad,thur,dinner,no,office
12823,user_161,grilled wings,fri,lunch,yes,office
12824,user_907,almond pie,wed,lunch,yes,office
12825,user_511,chicken chatpata,fri,dinner,no,office
12826,user_715,mustard fish,thur,lunch,no,office
12827,user_225,berry pulao,thur,dinner,yes,office
12828,user_460,creme caramel,wed,lunch,yes,office
12829,user_10,onion rava masala dosa,wed,lunch,yes,office
12830,user_469,cheese vada pav,wed,lunch,yes,office
12831,user_370,chilli ramen,fri,lunch,yes,office
12832,user_177,crispy dosa,thur,dinner,yes,office
12833,user_873,oreo ice cream,wed,lunch,yes,office
12834,user_712,potato wrap,thur,dinner,yes,office
12835,user_545,mud crab ravioli,tue,lunch,yes,office
12836,user_468,salad,tue,lunch,yes,office
12837,user_976,khubani ka meetha,thur,dinner,yes,office
12838,user_418,brinjal curry,wed,dinner,yes,office
12839,user_715,chicken waffles,tue,lunch,no,office
12840,user_117,fruit ice cream,fri,lunch,yes,office
12841,user_466,chinese sizzlers,thur,dinner,yes,office
12842,user_800,kofta curry,thur,dinner,yes,office
12843,user_350,plum cake,mon,dinner,yes,office
12844,user_818,chilli mushroom,fri,lunch,yes,office
12845,user_600,tandoori momos,tue,dinner,yes,office
12846,user_702,rajugari kodi pulao,thur,dinner,yes,office
12847,user_246,teriyaki fish,mon,lunch,no,office
12848,user_46,cheese burst pizza,tue,lunch,yes,office
12849,user_532,sabudana vada,thur,dinner,yes,office
12850,user_37,hazelnut ice cream,mon,lunch,yes,office
12851,user_152,tandoori murgh masala,fri,dinner,yes,office
12852,user_152,mushroom roll,tue,lunch,yes,office
12853,user_342,ladoo,mon,dinner,yes,office
12854,user_241,duck roast,thur,lunch,yes,office
12855,user_545,pineapple cake,wed,lunch,yes,office
12856,user_438,breakfast platter,fri,dinner,yes,office
12857,user_543,mutton rezala,tue,dinner,no,office
12858,user_873,pongal,tue,dinner,yes,office
12859,user_710,banana caramel,tue,dinner,yes,office
12860,user_199,chole,wed,dinner,yes,office
12861,user_563,falafel roll,wed,lunch,yes,office
12862,user_98,roganjosh,fri,dinner,yes,office
12863,user_837,fish thali,tue,dinner,no,office
12864,user_583,swiss roll,thur,lunch,yes,office
12865,user_373,paneer shashlik,thur,lunch,yes,office
12866,user_374,andhra chilli chicken,wed,lunch,no,office
12867,user_545,caramel pudding,thur,dinner,yes,office
12868,user_10,vada,tue,dinner,yes,office
12869,user_702,fruit ice cream,mon,dinner,yes,office
12870,user_379,roganjosh,wed,dinner,yes,office
12871,user_869,dal pakwan,thur,dinner,yes,office
12872,user_976,kheer,mon,dinner,yes,office
12873,user_959,palak paneer,thur,lunch,yes,office
12874,user_959,belgian waffles,thur,dinner,yes,office
12875,user_350,sponge cake,wed,dinner,yes,office
12876,user_822,dal kichadi,thur,dinner,yes,office
12877,user_237,enchiladas,fri,lunch,yes,office
12878,user_438,vegetable paratha,wed,lunch,yes,office
12879,user_976,basket chat,fri,lunch,yes,office
12880,user_626,vegetarian,tue,dinner,yes,office
12881,user_272,panipuri,fri,dinner,yes,office
12882,user_568,tandoori maggi,wed,dinner,yes,office
12883,user_23,pesto pizza,mon,lunch,yes,office
12884,user_710,malabari biryani,thur,lunch,yes,office
12885,user_797,orange mousse,wed,dinner,yes,office
12886,user_8,rava idli,thur,dinner,yes,office
12887,user_947,mcmuffin,wed,dinner,yes,office
12888,user_98,cod,mon,lunch,yes,office
12889,user_342,mutton dak bunglow,fri,lunch,no,office
12890,user_839,spring roll,wed,lunch,yes,office
12891,user_774,paneer tikka masala,wed,lunch,yes,office
12892,user_702,mushroom momo,thur,lunch,yes,office
12893,user_813,hot pot,mon,dinner,yes,office
12894,user_307,malpua,wed,lunch,yes,office
12895,user_600,chicken mayo sandwich,wed,lunch,no,office
12896,user_797,masala vada,wed,dinner,yes,office
12897,user_715,octopus takoyaki,mon,dinner,yes,office
12898,user_400,oregano chicken,wed,dinner,no,office
12899,user_634,lime soda,tue,lunch,yes,office
12900,user_141,tikka masala burrito,mon,dinner,yes,office
12901,user_438,sabudana khichdi,thur,lunch,yes,office
12902,user_511,baingan bartha,mon,dinner,yes,office
12903,user_797,chicken chunks,wed,dinner,no,office
12904,user_161,bun butter jam,mon,lunch,yes,office
12905,user_953,apple cake,mon,lunch,yes,office
12906,user_818,butter chicken roll,wed,lunch,no,office
12907,user_199,chicken tikka masala,mon,lunch,no,office
12908,user_68,chicken delight,thur,lunch,no,office
12909,user_691,indian sweets,thur,dinner,yes,office
12910,user_8,dum aloo,thur,dinner,yes,office
12911,user_37,thatte idli,tue,lunch,yes,office
12912,user_634,mutton liver fry,wed,dinner,no,office
12913,user_869,chicken roll,mon,dinner,no,office
12914,user_611,fish tikka,thur,dinner,no,office
12915,user_727,ghee masala dosa,thur,dinner,yes,office
12916,user_350,sweet crepe,wed,lunch,yes,office
12917,user_117,shrimp donburi,fri,lunch,yes,office
12918,user_691,pane pizza,fri,lunch,yes,office
12919,user_68,vada,fri,dinner,yes,office
12920,user_550,chicken curry,mon,lunch,no,office
12921,user_691,vanilla latte,thur,dinner,yes,office
12922,user_543,mocha fudge,thur,dinner,yes,office
12923,user_46,beef seekh roll,tue,dinner,no,office
12924,user_23,gelato,mon,dinner,yes,office
12925,user_545,baked beans,mon,dinner,yes,office
12926,user_262,fish,fri,dinner,no,office
12927,user_46,basil chicken,tue,dinner,no,office
12928,user_469,wet burrito,thur,lunch,yes,office
12929,user_293,paan mojito,mon,lunch,yes,office
12930,user_848,baingan bartha,thur,lunch,yes,office
12931,user_949,mutton boti kebab,wed,lunch,no,office
12932,user_418,naan,mon,lunch,yes,office
12933,user_469,lamb kebab,mon,dinner,no,office
12934,user_907,almond crunch,fri,lunch,yes,office
12935,user_225,noodle samosa,mon,dinner,yes,office
12936,user_555,chicken chatpata,tue,lunch,no,office
12937,user_634,fudge cake,wed,dinner,yes,office
12938,user_98,hunan chicken,thur,dinner,no,office
12939,user_453,veggie pizza,fri,lunch,yes,office
12940,user_307,mutton kanti,fri,lunch,no,office
12941,user_926,blueberry cheese cake,wed,dinner,yes,office
12942,user_807,pasta alfredo,thur,dinner,yes,office
12943,user_237,obbattu,wed,lunch,yes,office
12944,user_888,pork bibimbap,mon,lunch,no,office
12945,user_839,kshatriya kebab,tue,dinner,yes,office
12946,user_715,mutton paya,wed,lunch,no,office
12947,user_289,mochi ice cream,fri,dinner,yes,office
12948,user_438,paneer methi malai,thur,lunch,yes,office
12949,user_28,sweet lime,tue,dinner,yes,office
12950,user_974,shahi tukda,wed,lunch,yes,office
12951,user_719,pineapple pastry,wed,lunch,yes,office
12952,user_154,pesarattu,tue,dinner,yes,office
12953,user_719,chicken kheema dosa,thur,lunch,no,office
12954,user_418,chicken mayo sandwich,tue,dinner,no,office
12955,user_484,sarson ka saag,tue,lunch,yes,office
12956,user_555,juicy lamb burger,tue,lunch,no,office
12957,user_532,butter phulkas,thur,dinner,yes,office
12958,user_141,dum ka chicken,mon,lunch,no,office
12959,user_837,choco bomb,thur,dinner,yes,office
12960,user_466,paneer tikka,fri,dinner,yes,office
12961,user_370,corn flakes,thur,dinner,yes,office
12962,user_949,grilled lamb,thur,dinner,no,office
12963,user_161,tandoori fish,thur,lunch,no,office
12964,user_719,bisi bele bhaath,mon,dinner,yes,office
12965,user_822,bread omelette,thur,dinner,yes,office
12966,user_225,paneer satay,tue,lunch,yes,office
12967,user_438,mirchi bajji,tue,lunch,yes,office
12968,user_37,begun pora,tue,lunch,yes,office
12969,user_68,obbattu,thur,lunch,yes,office
12970,user_926,raagi dosa,thur,dinner,yes,office
12971,user_8,ilish,tue,lunch,yes,office
12972,user_28,tomato chicken,thur,dinner,no,office
12973,user_657,veg cheese burger,thur,dinner,yes,office
12974,user_46,pav bhaji fondue,thur,dinner,yes,office
12975,user_350,stuffed kulcha,thur,dinner,yes,office
12976,user_797,mexican samosa,thur,lunch,yes,office
12977,user_800,kulcha,fri,dinner,yes,office
12978,user_837,guntur chicken biryani,mon,dinner,no,office
12979,user_959,kalmi kabab,fri,lunch,yes,office
12980,user_873,shawarma,mon,lunch,yes,office
12981,user_807,rumali shawarma,fri,lunch,yes,office
12982,user_370,choco brownie,thur,lunch,yes,office
12983,user_466,cuban mojito,wed,dinner,yes,office
12984,user_563,afghan chicken,wed,lunch,no,office
12985,user_873,cheese cutlet,wed,dinner,yes,office
12986,user_237,photo cake,thur,lunch,yes,office
12987,user_46,veg nachos,tue,dinner,yes,office
12988,user_947,egg ghee roast,wed,dinner,yes,office
12989,user_10,souvlaki,mon,lunch,yes,office
12990,user_37,hatti samosa,fri,dinner,yes,office
12991,user_712,mishti doi,wed,lunch,yes,office
12992,user_583,cheese fingers,tue,lunch,yes,office
12993,user_373,mutton sukha,mon,dinner,no,office
12994,user_837,walnut brownie,tue,lunch,yes,office
12995,user_568,chilli potatoes,tue,lunch,yes,office
12996,user_468,chicken meal,mon,lunch,no,office
12997,user_719,pan shot ice cream,fri,lunch,yes,office
12998,user_438,country feast,fri,dinner,yes,office
12999,user_442,cheese dabeli,mon,lunch,yes,office
13000,user_141,stuffed garlic bread,mon,lunch,yes,office
13001,user_550,peas pulao,thur,dinner,yes,office
13002,user_949,mango cider,mon,lunch,yes,office
13003,user_289,shanghai chicken,mon,dinner,no,office
13004,user_154,bibimbap,fri,dinner,yes,office
13005,user_848,jujeh kabab,wed,dinner,yes,office
13006,user_342,liege waffle,fri,dinner,yes,office
13007,user_469,bati churma,wed,dinner,yes,office
13008,user_949,bruschetta bites,mon,lunch,yes,office
13009,user_438,sweet potato cake,tue,dinner,yes,office
13010,user_379,potato salad,fri,lunch,yes,office
13011,user_813,triple schezwan,fri,lunch,yes,office
13012,user_852,veg sizzler,tue,lunch,yes,office
13013,user_948,ghee dosa,wed,dinner,yes,office
13014,user_869,prawn dumplings,fri,dinner,no,office
13015,user_33,dhania chicken,wed,dinner,no,office
13016,user_438,dragon noodles,thur,lunch,yes,office
13017,user_691,rava idli,mon,dinner,yes,office
13018,user_143,chicken tennessee wings,fri,dinner,no,office
13019,user_581,veg jaipuri,fri,lunch,yes,office
13020,user_214,raspberry cheesecake,wed,lunch,yes,office
13021,user_258,al faham chicken,mon,lunch,no,office
13022,user_567,banana dosa,mon,lunch,yes,office
13023,user_258,chicken rara,wed,dinner,no,office
13024,user_907,bengali style biryani,wed,lunch,yes,office
13025,user_199,bruschettas,tue,dinner,yes,office
13026,user_214,cream cake,tue,dinner,yes,office
13027,user_888,ginger lime mojito,wed,lunch,yes,office
13028,user_550,sushi,wed,dinner,yes,office
13029,user_719,peppy paneer,tue,dinner,yes,office
13030,user_28,mai thai,tue,dinner,yes,office
13031,user_545,golden corn pizza,wed,dinner,yes,office
13032,user_373,mushroom ramen,thur,lunch,yes,office
13033,user_37,tandoor chicken burger,fri,lunch,no,office
13034,user_712,cheese dosa,thur,lunch,yes,office
13035,user_1,ice cream sizzler,mon,lunch,yes,office
13036,user_611,chicken seekh roll,tue,lunch,no,office
13037,user_545,bhaji dosa,fri,dinner,yes,office
13038,user_293,blueberry mousse,thur,lunch,yes,office
13039,user_177,avakai chicken biryani,mon,dinner,no,office
13040,user_818,balti gosht,mon,lunch,yes,office
13041,user_8,churma,thur,lunch,yes,office
13042,user_154,banana walnut,fri,lunch,yes,office
13043,user_141,appletini,fri,lunch,yes,office
13044,user_29,pesto sandwich,fri,dinner,yes,office
13045,user_974,keema pav,thur,dinner,yes,office
13046,user_822,arugula salad,mon,dinner,yes,office
13047,user_550,spicy roll,wed,lunch,yes,office
13048,user_848,chicken kebab roll,fri,dinner,no,office
13049,user_774,mcaloo tikki,wed,dinner,yes,office
13050,user_374,pasta barbaresca,mon,dinner,yes,office
13051,user_807,gujarati thali,thur,dinner,yes,office
13052,user_237,meishan tofu,mon,dinner,yes,office
13053,user_468,crab masala,wed,dinner,yes,office
13054,user_241,chicken shaptra,wed,dinner,no,office
13055,user_807,nutella ice cream,thur,dinner,yes,office
13056,user_839,spinach salsa,wed,lunch,yes,office
13057,user_543,eggless waffle,mon,dinner,yes,office
13058,user_418,pumpkin ravioli,tue,lunch,yes,office
13059,user_839,veg cutlet,fri,dinner,yes,office
13060,user_568,mocha fudge,wed,lunch,yes,office
13061,user_665,murgh angara,mon,dinner,yes,office
13062,user_453,roast chicken pizza,mon,lunch,no,office
13063,user_8,chicken kalimirch,thur,dinner,no,office
13064,user_442,burst pizza,mon,dinner,yes,office
13065,user_46,bloody mary,mon,lunch,yes,office
13066,user_926,obbattu,thur,lunch,yes,office
13067,user_374,ferrero rocher ice cream,fri,dinner,yes,office
13068,user_214,tamarind chicken,fri,dinner,no,office
13069,user_852,pork vindaloo,wed,dinner,no,office
13070,user_634,spring chicken,fri,lunch,no,office
13071,user_657,mutton dum biryani,mon,lunch,no,office
13072,user_727,tandoori paneer,thur,dinner,yes,office
13073,user_719,garlic butter noodle,thur,lunch,yes,office
13074,user_715,banana leaf fish,thur,dinner,no,office
13075,user_797,veg paprika,tue,dinner,yes,office
13076,user_33,greek salad,mon,lunch,yes,office
13077,user_370,whole wheat pita,mon,dinner,yes,office
13078,user_370,coriander chicken,wed,dinner,no,office
13079,user_702,coconut pudding,tue,lunch,yes,office
13080,user_727,taco trio,wed,dinner,yes,office
13081,user_585,apple pie ice cream,fri,dinner,yes,office
13082,user_511,chicken guntur,thur,lunch,no,office
13083,user_8,misal pav,thur,dinner,yes,office
13084,user_956,badami holige,wed,lunch,yes,office
13085,user_852,garden salad,fri,dinner,yes,office
13086,user_611,spinach curry,thur,lunch,yes,office
13087,user_141,bruschetta bites,fri,lunch,yes,office
13088,user_873,hefeweizen,thur,dinner,yes,office
13089,user_143,drunken chicken,mon,lunch,no,office
13090,user_33,donne biryani,mon,dinner,yes,office
13091,user_289,lal maans,tue,dinner,yes,office
13092,user_797,mutton pepper fry,wed,lunch,no,office
13093,user_626,dehati chicken,tue,dinner,no,office
13094,user_468,basket chat,wed,dinner,yes,office
13095,user_543,vegetable stew,mon,lunch,yes,office
13096,user_777,vegetable paratha,mon,dinner,yes,office
13097,user_581,cheese fatayer,tue,dinner,yes,office
13098,user_691,chicken pepper dry,tue,lunch,no,office
13099,user_848,seafood pizza,mon,dinner,yes,office
13100,user_199,honey chilli wings,fri,lunch,yes,office
13101,user_511,grilled lamb burger,tue,dinner,no,office
13102,user_438,chicken sholay,mon,dinner,no,office
13103,user_691,lamb curry,tue,lunch,no,office
13104,user_953,coconut biscuits,tue,dinner,yes,office
13105,user_877,egg masala,thur,dinner,yes,office
13106,user_262,thepla,tue,dinner,yes,office
13107,user_585,roast pork chilli,wed,lunch,no,office
13108,user_949,stuffed paratha,thur,lunch,yes,office
13109,user_484,potato pops,fri,dinner,yes,office
13110,user_342,cheesy chicken fries,thur,lunch,no,office
13111,user_563,nutella pizza,fri,dinner,yes,office
13112,user_822,choco truffle cake,tue,lunch,yes,office
13113,user_460,juicy lamb burger,thur,dinner,no,office
13114,user_161,grilled chicken burger,tue,lunch,no,office
13115,user_888,sangria,mon,dinner,yes,office
13116,user_438,bun masala,tue,dinner,yes,office
13117,user_873,tawa mutton,thur,lunch,no,office
13118,user_948,chicken beda,wed,lunch,no,office
13119,user_777,egg salad,tue,dinner,yes,office
13120,user_869,egg pav bhaji,wed,dinner,yes,office
13121,user_307,pinacolada,fri,lunch,yes,office
13122,user_574,cucumber spritzer,fri,dinner,yes,office
13123,user_974,chicken seekh,fri,dinner,no,office
13124,user_839,miso salad,tue,lunch,yes,office
13125,user_342,puri sabzi,fri,lunch,yes,office
13126,user_848,goli bajji,tue,dinner,yes,office
13127,user_545,smoked pork,mon,lunch,no,office
13128,user_777,kutchi dabeli,fri,lunch,yes,office
13129,user_46,lime mojito,tue,dinner,yes,office
13130,user_581,keema roll,wed,dinner,yes,office
13131,user_800,keema pav,tue,lunch,yes,office
13132,user_460,mushroom salad,mon,lunch,yes,office
13133,user_869,mcaloo tikki,thur,dinner,yes,office
13134,user_949,ice cream sundae,fri,lunch,yes,office
13135,user_600,mughlai chicken,fri,lunch,no,office
13136,user_342,shammi kebab roll,mon,lunch,yes,office
13137,user_1,hash brown,tue,lunch,yes,office
13138,user_848,pulled chicken burger,thur,dinner,no,office
13139,user_545,potato curry,tue,lunch,yes,office
13140,user_373,vada curry,wed,lunch,yes,office
13141,user_545,mango kulfi,wed,lunch,yes,office
13142,user_98,strawberry sorbet,fri,lunch,yes,office
13143,user_813,egg noodles,fri,lunch,yes,office
13144,user_152,juicy momos,fri,lunch,yes,office
13145,user_543,biryani combo,tue,lunch,yes,office
13146,user_837,new zealand lamb chops,fri,lunch,no,office
13147,user_631,eclair,fri,dinner,yes,office
13148,user_10,paneer sizzler,fri,dinner,yes,office
13149,user_797,subz biryani,thur,dinner,yes,office
13150,user_873,sangria,wed,dinner,yes,office
13151,user_869,roast pork,tue,lunch,no,office
13152,user_37,chicken samosa,fri,lunch,no,office
13153,user_453,veg extravaganza pizza,wed,lunch,yes,office
13154,user_379,kali dosa,wed,lunch,yes,office
13155,user_949,kung pao vegetables,tue,lunch,yes,office
13156,user_8,aloo gobhi,tue,dinner,yes,office
13157,user_947,pineapple pastry,fri,lunch,yes,office
13158,user_837,goan fish curry,wed,lunch,no,office
13159,user_460,chicken grill,wed,lunch,no,office
13160,user_92,begun pora,mon,lunch,yes,office
13161,user_813,herbed potato wedges,fri,lunch,yes,office
13162,user_807,outdoor sitting arrangement,thur,lunch,yes,office
13163,user_1,onion rava masala dosa,wed,dinner,yes,office
13164,user_567,cream cake,fri,dinner,yes,office
13165,user_907,paneer biryani,mon,dinner,yes,office
13166,user_888,kulfi,thur,lunch,yes,office
13167,user_715,bhatti chicken,thur,lunch,no,office
13168,user_585,pork bibimbap,fri,lunch,no,office
13169,user_727,chicken frankie,tue,dinner,no,office
13170,user_626,soan papdi,fri,dinner,yes,office
13171,user_710,raagi dosa,tue,lunch,yes,office
13172,user_567,wonton,wed,lunch,yes,office
13173,user_813,dessert platter,wed,lunch,yes,office
13174,user_888,hyderabadi chicken biryani,wed,lunch,no,office
13175,user_585,brownie delight,wed,dinner,yes,office
13176,user_727,pork meat,thur,dinner,no,office
13177,user_289,lebanese shawarma,wed,dinner,yes,office
13178,user_10,veg sandwich,mon,lunch,yes,office
13179,user_877,aloo litti,tue,lunch,yes,office
13180,user_727,nutella pancakes,tue,dinner,yes,office
13181,user_712,paneer pizza,wed,lunch,yes,office
13182,user_818,hakka noodles,mon,dinner,yes,office
13183,user_581,white pasta,thur,lunch,yes,office
13184,user_797,chicken fingers,fri,dinner,no,office
13185,user_460,deluxe punjabi thali,wed,lunch,yes,office
13186,user_237,chicken stew,wed,dinner,no,office
13187,user_818,butter garlic prawns,mon,dinner,no,office
13188,user_611,churros,fri,lunch,yes,office
13189,user_289,diced chicken,wed,dinner,no,office
13190,user_484,tandoori aloo,mon,dinner,yes,office
13191,user_262,chicken quiche,fri,dinner,no,office
13192,user_877,ferrero rocher cake,mon,dinner,yes,office
13193,user_583,dahi papadi chaat,fri,lunch,yes,office
13194,user_141,kunafa,fri,dinner,yes,office
13195,user_715,phad thai,tue,lunch,yes,office
13196,user_8,chicken ham,thur,dinner,no,office
13197,user_374,chilli cheese,mon,dinner,yes,office
13198,user_976,dumpukht biryani,tue,dinner,yes,office
13199,user_948,oreo delight,thur,lunch,yes,office
13200,user_777,chicken chowmein,fri,dinner,no,office
13201,user_460,mla dosa,mon,dinner,yes,office
13202,user_10,quinoa salad,wed,dinner,yes,office
13203,user_691,mutton sukha,thur,dinner,no,office
13204,user_10,pita pocket,thur,lunch,yes,office
13205,user_953,mackerel fry,wed,dinner,yes,office
13206,user_466,paneer tikka,mon,lunch,yes,office
13207,user_974,paneer tikka roll,tue,lunch,yes,office
13208,user_1,fajitas,fri,lunch,yes,office
13209,user_272,prawn rolls,tue,lunch,no,office
13210,user_727,hot choco fudge,thur,dinner,yes,office
13211,user_33,yaki tori,mon,lunch,yes,office
13212,user_567,veg thupka,mon,dinner,yes,office
13213,user_469,pili pili pizza,wed,dinner,yes,office
13214,user_581,keema naan,wed,dinner,yes,office
13215,user_258,puttu biryani,fri,dinner,yes,office
13216,user_92,falafel wrap,thur,dinner,yes,office
13217,user_813,crab sukha,fri,lunch,yes,office
13218,user_626,beef kabab,thur,dinner,no,office
13219,user_29,malai kofta,wed,lunch,yes,office
13220,user_657,crispy honey chilli chicken,mon,dinner,no,office
13221,user_712,yakisoba,wed,lunch,yes,office
13222,user_974,idli chutney,tue,dinner,yes,office
13223,user_974,spicy tuna roll,mon,dinner,yes,office
13224,user_350,mexican patty,tue,lunch,yes,office
13225,user_712,pool table,fri,lunch,yes,office
13226,user_307,tender coconut ice cream,wed,dinner,yes,office
13227,user_543,nannari sharbat,thur,dinner,yes,office
13228,user_23,sesame chicken,mon,lunch,no,office
13229,user_818,almond flakes,mon,dinner,yes,office
13230,user_342,liver fry,tue,lunch,yes,office
13231,user_262,ginger pork,mon,dinner,no,office
13232,user_370,badami holige,wed,dinner,yes,office
13233,user_199,chicken chatpata,fri,lunch,no,office
13234,user_550,masala veg frankie,fri,dinner,yes,office
13235,user_837,strawberry sundae,fri,dinner,yes,office
13236,user_710,chaach,fri,dinner,yes,office
13237,user_468,lime mojito,thur,lunch,yes,office
13238,user_46,chicken khao suey,fri,lunch,no,office
13239,user_400,mango phirni,mon,dinner,yes,office
13240,user_342,curry leaf chicken,tue,lunch,no,office
13241,user_33,tandoori paneer,thur,dinner,yes,office
13242,user_631,farsan,mon,lunch,yes,office
13243,user_28,spicy falafel,fri,lunch,yes,office
13244,user_453,mushroom burger,thur,lunch,yes,office
13245,user_563,shanghai chicken,thur,lunch,no,office
13246,user_719,chicken malhooth,fri,lunch,no,office
13247,user_574,spicy falafel,wed,dinner,yes,office
13248,user_634,chur chur naan,wed,lunch,yes,office
13249,user_926,masala quesadilla,tue,dinner,yes,office
13250,user_293,egg maggi,mon,dinner,yes,office
13251,user_852,haleem,mon,lunch,yes,office
13252,user_28,egg masala,mon,dinner,yes,office
13253,user_152,basanti pulao,thur,lunch,yes,office
13254,user_818,veg buffet,tue,lunch,yes,office
13255,user_23,kabab platter,fri,lunch,yes,office
13256,user_241,potato burrito,fri,dinner,yes,office
13257,user_152,mcaloo tikki,fri,dinner,yes,office
13258,user_262,dragon chicken,tue,dinner,no,office
13259,user_92,pandi curry,wed,lunch,yes,office
13260,user_585,hyderabadi chicken biryani,mon,dinner,no,office
