,user,dish_ordered,day,time,veg,place
917,user_45,hazelnut frappe,thur,breakfast,yes,office
918,user_7,fish fingers,thur,breakfast,no,home
919,user_96,walnut brownie,tue,breakfast,yes,office
920,user_94,chicken tom yum soup,sun,lunch,no,office
921,user_96,cabbage salad,mon,breakfast,yes,home
922,user_87,pudina paratha,mon,lunch,yes,home
923,user_36,ginger tea,wed,dinner,yes,office
924,user_9,dal bati,mon,dinner,yes,office
925,user_31,chicken afghani biryani,thur,breakfast,no,home
926,user_42,aloo tikki burger,sun,breakfast,yes,home
927,user_20,caramel macchiato,mon,breakfast,yes,home
928,user_63,chocolate sandwiches,thur,lunch,yes,office
929,user_64,popcorn,thur,breakfast,yes,home
930,user_55,chicken gassi,sat,breakfast,no,office
931,user_82,fudge cake,tue,dinner,yes,home
932,user_8,banana walnut,sun,lunch,yes,home
933,user_31,crab toast,thur,lunch,yes,office
934,user_73,pink lemonade,fri,lunch,yes,office
935,user_62,chilli momo,sat,lunch,yes,home
936,user_2,thai salad,sun,dinner,yes,office
937,user_95,chicken tikka kebab,sun,lunch,no,office
938,user_40,chicken egg roll,wed,lunch,no,home
939,user_21,grilled steak,fri,breakfast,yes,home
940,user_3,cinnamon bun,sun,breakfast,yes,office
941,user_37,chocolate crunch,fri,breakfast,yes,office
942,user_3,stuffed mushroom,sat,breakfast,yes,home
943,user_70,chicken stew,fri,lunch,no,office
944,user_33,capsicum pizza,tue,lunch,yes,office
945,user_2,bhindi masala,thur,dinner,yes,home
946,user_10,bbq platter,sat,dinner,yes,office
947,user_36,malai kofta,sun,dinner,yes,office
948,user_47,choco lash,wed,dinner,yes,home
949,user_90,peri peri potato wedge,tue,dinner,yes,office
950,user_13,dark beer,fri,dinner,yes,office
951,user_63,malai tikka,fri,dinner,yes,home
952,user_46,chicken varuval,mon,lunch,no,office
953,user_5,yaki tori,sun,dinner,yes,office
954,user_95,medu vada,tue,dinner,yes,home
955,user_25,barfi,mon,breakfast,yes,home
956,user_43,chicken peri peri sizzler,fri,lunch,no,home
957,user_47,butter cookies,sun,lunch,yes,home
958,user_7,cheese steak pizza,sun,dinner,yes,office
959,user_26,chicken pot biryani,tue,breakfast,no,office
960,user_34,balti gosht,sat,dinner,yes,office
961,user_51,club sandwich,mon,dinner,yes,home
962,user_69,railway mutton curry,wed,lunch,no,office
963,user_72,fish n chips,sat,dinner,no,office
964,user_77,virgin colada,sat,dinner,yes,home
965,user_54,ghee roast paneer,sun,lunch,yes,home
966,user_7,kesar pista kulfi,fri,dinner,yes,home
967,user_65,schnitzel,thur,lunch,yes,office
968,user_30,charcoal shawarma,fri,dinner,yes,home
969,user_54,dumplings,fri,dinner,yes,home
970,user_41,lunch buffet,mon,lunch,yes,home
971,user_93,cheesy fiesta potato,fri,breakfast,yes,office
972,user_25,gooey chocolate cupcake,sun,breakfast,yes,home
973,user_28,anjal tava fry,sat,breakfast,yes,home
974,user_89,choco death,sat,dinner,yes,home
975,user_36,chicken biryani combo,tue,breakfast,no,office
976,user_15,mushroom biryani,thur,dinner,yes,office
977,user_56,gooey chocolate cupcake,tue,lunch,yes,home
978,user_10,hot chocolate fudge,sun,breakfast,yes,office
979,user_94,red rice,thur,dinner,yes,home
980,user_51,masala fries,fri,lunch,yes,home
981,user_74,hot chocolate fudge,thur,breakfast,yes,home
982,user_0,lychee delight,sat,breakfast,yes,office
983,user_5,red velvet cake,sun,lunch,yes,home
984,user_64,house pizza,mon,breakfast,yes,home
985,user_81,irish cream coffee,tue,dinner,yes,home
986,user_45,sweet corn soup,wed,dinner,yes,home
987,user_35,tortilla chips,tue,dinner,yes,home
988,user_99,biskoot roti,fri,breakfast,yes,office
989,user_60,chicken cafreal,thur,dinner,no,home
990,user_17,chicken 65,thur,dinner,no,office
991,user_62,palak dosa,thur,breakfast,yes,home
992,user_4,fruit beer,sat,lunch,yes,office
993,user_13,paneer satay,thur,breakfast,yes,office
994,user_5,salted caramel ice cream,sun,dinner,yes,home
995,user_34,mutton nihari,wed,dinner,no,office
996,user_20,croissant,fri,breakfast,yes,home
997,user_34,jalebi,fri,dinner,yes,home
998,user_91,pepperoni pizza,sun,lunch,yes,home
999,user_69,crab ghee roast,sun,lunch,yes,home
1000,user_41,cantonese noodles,thur,dinner,yes,home
1001,user_48,murgh patiala,thur,lunch,yes,office
1002,user_23,bbq buffet,sat,breakfast,yes,home
1003,user_64,chocolate nut sundae,mon,breakfast,yes,office
1004,user_0,oreo overload,thur,dinner,yes,office
1005,user_22,podi idli,mon,dinner,yes,home
1006,user_48,tomato basil soup,mon,dinner,yes,office
1007,user_16,ghee pongal,mon,lunch,yes,home
1008,user_13,spinach ravioli,mon,breakfast,yes,office
1009,user_2,poha jalebi,sun,lunch,yes,office
1010,user_81,cheese balls,sat,breakfast,yes,office
1011,user_37,potato wedges,wed,breakfast,yes,office
1012,user_9,mutton keema balls,wed,lunch,no,home
1013,user_94,butter dosa,wed,lunch,yes,office
1014,user_28,barbeque chicken pizza,sun,lunch,no,home
1015,user_99,papaya juice,mon,breakfast,yes,home
1016,user_15,set dosa,thur,lunch,yes,home
1017,user_65,adrak ke panje,thur,dinner,yes,office
1018,user_68,fudge cake,tue,breakfast,yes,home
1019,user_60,apple jalebi,mon,lunch,yes,office
1020,user_33,alfam chicken,tue,dinner,no,home
1021,user_36,curry crab,tue,dinner,yes,home
1022,user_39,baked yogurt,wed,dinner,yes,office
1023,user_17,bonda soup,tue,breakfast,yes,home
1024,user_7,blackberry cheesecake,mon,lunch,yes,office
1025,user_11,garlic naan,sat,breakfast,yes,home
1026,user_62,masala tea,sat,lunch,yes,office
1027,user_80,badam phirni,thur,lunch,yes,office
1028,user_53,chilli idli,thur,lunch,yes,home
1029,user_86,gadwal kodi pulao,fri,breakfast,yes,office
1030,user_78,saha chowmein,wed,dinner,yes,office
1031,user_58,roganjosh,sun,dinner,yes,home
1032,user_9,chicken fajita,fri,breakfast,no,home
1033,user_18,prawn dim sums,tue,breakfast,yes,office
1034,user_82,schnitzel,sun,breakfast,yes,home
1035,user_73,chicken wings,sun,dinner,no,home
1036,user_66,pie,sun,dinner,yes,home
1037,user_80,mojito,sun,lunch,yes,office
1038,user_71,supreme burger,wed,breakfast,yes,office
1039,user_24,punjabi chole,fri,dinner,yes,home
1040,user_14,banana nutella crepe,wed,lunch,yes,home
1041,user_25,red wine sangria,wed,dinner,yes,office
1042,user_75,spicy paneer pizza,sun,dinner,yes,home
1043,user_78,murgh angara,wed,lunch,yes,office
1044,user_92,spring roll,sun,breakfast,yes,home
1045,user_59,spinach pizza,tue,dinner,yes,home
1046,user_59,bbq sandwich,thur,dinner,yes,home
1047,user_28,red rice,mon,dinner,yes,office
1048,user_79,thai soup,thur,dinner,yes,home
1049,user_42,medu vada,thur,dinner,yes,office
1050,user_67,tex mex burger,mon,lunch,yes,home
1051,user_39,thai spice,sat,dinner,yes,home
1052,user_63,peas pulao,tue,lunch,yes,office
1053,user_5,palak rice,mon,dinner,yes,home
1054,user_97,lime mojito,thur,lunch,yes,home
1055,user_5,choco waffle,tue,dinner,yes,home
1056,user_20,rice kheer,wed,lunch,yes,home
1057,user_99,creme brulee,fri,dinner,yes,office
1058,user_80,chicken tikka wrap,fri,dinner,no,office
1059,user_54,idli platter,mon,dinner,yes,office
1060,user_51,crispy vada,sat,dinner,yes,home
1061,user_74,podi idli,fri,dinner,yes,office
1062,user_87,dark chocolate shake,mon,breakfast,yes,office
1063,user_20,mutton biryani,sat,breakfast,no,office
1064,user_78,phulke ghar ke,tue,lunch,yes,home
1065,user_97,samosa kachori,wed,breakfast,yes,office
1066,user_19,adrak ke panje,tue,lunch,yes,office
1067,user_32,thread chicken,fri,breakfast,no,home
1068,user_97,hariyali kebab,mon,lunch,yes,home
1069,user_92,fish steak,wed,dinner,no,home
1070,user_6,red velvet waffle,mon,lunch,yes,office
1071,user_72,dragon noodles,mon,lunch,yes,office
1072,user_15,hot gulab jamun,mon,lunch,yes,office
1073,user_32,nihari,mon,lunch,yes,office
1074,user_37,verdure pizza,thur,dinner,yes,office
1075,user_46,egg fried rice,sat,dinner,yes,home
1076,user_65,rajdhani thali,fri,dinner,yes,office
1077,user_74,margarita,tue,breakfast,yes,office
1078,user_52,grilled lamb,tue,dinner,no,office
1079,user_16,potato twister,fri,dinner,yes,home
1080,user_36,prawn curry,tue,breakfast,yes,home
1081,user_43,sour soup,sat,breakfast,yes,home
1082,user_96,ghee pongal,sat,lunch,yes,office
1083,user_96,chocolate almond,mon,lunch,yes,home
1084,user_14,belgian chocolate shake,sat,dinner,yes,office
1085,user_31,roast pork,fri,dinner,no,home
1086,user_46,chocolate avalanche,mon,lunch,yes,office
1087,user_78,crispy chicken,sun,dinner,no,office
1088,user_10,avocado ice cream,fri,lunch,yes,home
1089,user_26,egg tadka,sun,breakfast,yes,home
1090,user_17,potato wedges,sat,breakfast,yes,office
1091,user_9,pakoda,wed,dinner,yes,office
1092,user_36,kebab biryani,mon,lunch,yes,home
1093,user_50,dal bukhara,mon,dinner,yes,home
1094,user_33,gulkand lassi,wed,lunch,yes,office
1095,user_21,chocolate dessert,sat,lunch,yes,office
1096,user_41,mutton steak,fri,breakfast,no,home
1097,user_73,dragon noodles,thur,breakfast,yes,home
1098,user_67,scallops,tue,breakfast,yes,home
1099,user_12,thai crispy chicken,sat,dinner,no,office
1100,user_4,mississippi mud,mon,breakfast,yes,office
1101,user_19,rooftop ambience,fri,dinner,yes,office
1102,user_57,pan fried momos,fri,lunch,yes,office
1103,user_43,espresso martini,tue,dinner,yes,home
1104,user_25,roast chicken,tue,dinner,no,office
1105,user_76,hatti samosa,tue,lunch,yes,home
1106,user_93,pinacolada,wed,breakfast,yes,home
1107,user_24,samosa kachori,mon,lunch,yes,office
1108,user_6,chicken pot pie,mon,lunch,no,home
1109,user_53,irish coffee cream,fri,lunch,yes,home
1110,user_75,mushroom quiche,mon,breakfast,yes,office
1111,user_32,okra,fri,dinner,yes,home
1112,user_73,red velvet cake,mon,dinner,yes,office
1113,user_83,espresso,thur,lunch,yes,home
1114,user_13,crispy water chestnuts,tue,lunch,yes,office
1115,user_26,rich chicken broth,wed,breakfast,no,office
1116,user_94,sashimi,mon,breakfast,yes,office
1117,user_70,calcutta paan,sun,breakfast,yes,home
1118,user_84,tokri chaat,tue,lunch,yes,home
1119,user_37,crab masala,fri,breakfast,yes,office
1120,user_50,salmon steak,mon,breakfast,yes,home
1121,user_30,coffee walnut,sat,breakfast,yes,office
1122,user_17,thai soup,tue,breakfast,yes,home
1123,user_90,long island iced tea,sat,dinner,yes,office
1124,user_94,prawn dim sums,mon,dinner,yes,office
1125,user_36,pita pizza,sat,breakfast,yes,office
1126,user_2,caramel pudding,sat,dinner,yes,office
1127,user_8,seafood risotto,fri,lunch,yes,office
1128,user_2,chocolate lava,thur,breakfast,yes,home
1129,user_26,non veg biryani,sun,dinner,no,home
1130,user_98,chicken bucket,thur,breakfast,no,office
1131,user_51,aloo tikka roll,tue,lunch,yes,office
1132,user_82,lemon margarita,mon,breakfast,yes,office
1133,user_82,paneer pasanda,wed,breakfast,yes,office
1134,user_66,chocolate muffin,tue,lunch,yes,office
1135,user_30,wheat beer,thur,dinner,yes,home
1136,user_7,choco chip shake,wed,breakfast,yes,office
1137,user_42,tarkari biryani,sat,dinner,yes,home
1138,user_85,lunch buffet,sat,dinner,yes,office
1139,user_98,burmese khao suey,fri,breakfast,yes,home
1140,user_53,multi grain dosa,wed,lunch,yes,office
1141,user_14,hyderabadi mutton biryani,thur,dinner,no,office
1142,user_92,meat eater pizza,thur,dinner,yes,home
1143,user_46,chilli basil chicken,wed,lunch,no,office
1144,user_72,amritsari kulcha,fri,lunch,yes,office
1145,user_88,belgian chocolate cake,sun,dinner,yes,home
1146,user_51,andhra chicken curry,sun,lunch,no,office
1147,user_67,fish grill,wed,lunch,no,office
1148,user_17,chicken nachos,sat,dinner,no,home
1149,user_63,veg puff,wed,dinner,yes,home
1150,user_17,devils chicken,sat,dinner,no,office
1151,user_35,egg salad,fri,dinner,yes,office
1152,user_44,neer dosa,sat,breakfast,yes,home
1153,user_87,egg custard,thur,breakfast,yes,office
1154,user_46,pork curry,sat,breakfast,no,office
1155,user_92,butter cookies,tue,breakfast,yes,office
1156,user_38,chicken alfredo pizza,wed,dinner,no,home
1157,user_75,chocolate pani puri,wed,dinner,yes,office
1158,user_26,appletini,fri,breakfast,yes,home
1159,user_27,sashimi,wed,breakfast,yes,home
1160,user_57,jowar roti,fri,dinner,yes,office
1161,user_59,vegetarian,sun,dinner,yes,office
1162,user_62,banana nutella,fri,dinner,yes,home
1163,user_87,tandoori fries,fri,dinner,yes,office
1164,user_47,aloo palya,wed,breakfast,yes,office
1165,user_7,crepe,mon,breakfast,yes,home
1166,user_78,chocolate blueberry,wed,breakfast,yes,home
1167,user_92,exotic veg pizza,wed,dinner,yes,office
1168,user_46,basil pannacotta,thur,lunch,yes,office
1169,user_31,stuffed pizza,thur,lunch,yes,home
1170,user_40,double choco mocha,fri,dinner,yes,home
1171,user_32,almond pie,thur,breakfast,yes,home
1172,user_2,subz biryani,wed,dinner,yes,office
1173,user_46,hariyali kebab,thur,dinner,yes,home
1174,user_89,steak burger,fri,lunch,yes,office
1175,user_18,schezwan sizzler,fri,lunch,yes,office
1176,user_12,chocolate mousse,sat,breakfast,yes,home
1177,user_77,tender coconut chicken,wed,breakfast,no,home
1178,user_34,butter chicken box,mon,breakfast,no,office
1179,user_81,punjabi lassi,sat,dinner,yes,office
1180,user_88,potato krisper,tue,dinner,yes,home
1181,user_24,mutton seekh,tue,lunch,no,office
1182,user_49,drunken chicken,sat,lunch,no,home
1183,user_96,chenin blanc,sat,dinner,yes,office
1184,user_53,cheese naan,fri,lunch,yes,home
1185,user_63,baked beans,sat,lunch,yes,office
1186,user_29,nutella crepe,fri,lunch,yes,office
1187,user_68,espresso,fri,dinner,yes,office
1188,user_87,mutton pasanda,sun,breakfast,no,home
1189,user_69,chai,sun,dinner,yes,office
1190,user_53,spinach pizza,thur,breakfast,yes,office
1191,user_23,bombay sandwich,wed,dinner,yes,office
1192,user_77,banana waffles,thur,breakfast,yes,office
1193,user_24,plain paratha,wed,dinner,yes,office
1194,user_15,mango margarita,tue,dinner,yes,home
1195,user_21,kullad chai,tue,dinner,yes,home
1196,user_29,paneer ke sholay,sat,dinner,yes,home
1197,user_55,rich chocolate cake,fri,lunch,yes,office
1198,user_59,roganjosh,wed,lunch,yes,office
1199,user_54,java chip frappuccino,mon,lunch,yes,home
1200,user_67,designer cakes,sat,dinner,yes,office
1201,user_69,coconut juice,tue,lunch,yes,office
1202,user_95,thandai,tue,breakfast,yes,home
1203,user_18,malwani food,sat,dinner,yes,office
1204,user_70,zaraja paratha,thur,dinner,yes,home
1205,user_77,bhetki fry,wed,dinner,yes,office
1206,user_31,elaichi tea,wed,breakfast,yes,home
1207,user_16,bhaji dosa,sat,dinner,yes,home
1208,user_38,mexican shawarma,sat,breakfast,yes,home
1209,user_41,triple schezwan,sat,dinner,yes,office
1210,user_76,veg ball manchurian,wed,lunch,yes,office
1211,user_75,bhaji dosa,sat,dinner,yes,office
1212,user_92,watermelon ice cream,sat,dinner,yes,home
1213,user_70,friendly staff,sat,dinner,yes,home
1214,user_0,mushroom salad,tue,breakfast,yes,home
1215,user_10,beef biryani,sun,dinner,yes,office
1216,user_49,kiwi ice tea,wed,breakfast,yes,home
1217,user_85,badami kheer,tue,lunch,yes,office
1218,user_36,mushroom noodles,sun,lunch,yes,home
1219,user_2,chocolate drink,wed,lunch,yes,home
1220,user_37,crispy corn,sun,dinner,yes,office
1221,user_6,fish curry rice,sat,dinner,no,home
1222,user_53,mango mascarpone gateau,wed,lunch,yes,home
1223,user_23,ferrero rocher shake,tue,dinner,yes,office
1224,user_67,lung fung soup,fri,breakfast,yes,office
1225,user_48,pasta italiano,tue,breakfast,yes,office
1226,user_47,caramel chocolate,thur,breakfast,yes,office
1227,user_29,chicken crisp burger,fri,breakfast,no,home
1228,user_48,brownie bomb,wed,lunch,yes,home
1229,user_56,tender coconut souffle,sat,dinner,yes,office
1230,user_72,paneer samosa,sun,breakfast,yes,office
1231,user_20,bruschetta bites,mon,dinner,yes,office
1232,user_78,rice noodles,fri,dinner,yes,office
1233,user_30,bingsu,thur,breakfast,yes,office
1234,user_92,aloo poori,thur,lunch,yes,home
1235,user_59,mushroom bruschettas,sun,breakfast,yes,home
1236,user_55,red velvet milkshake,wed,dinner,yes,home
1237,user_4,pita pocket,sun,lunch,yes,home
1238,user_59,tandoori paneer,sat,dinner,yes,office
1239,user_57,peda,wed,breakfast,yes,office
1240,user_29,bbq chicken pizza,sat,lunch,no,home
1241,user_92,mutton seekh,mon,lunch,no,office
1242,user_96,maki sushi,mon,breakfast,yes,home
1243,user_97,crunchy waffles,tue,lunch,yes,office
1244,user_8,poha jalebi,thur,lunch,yes,home
1245,user_51,brownie fudge sundae,wed,lunch,yes,home
1246,user_89,smoothie chocolate,sat,lunch,yes,home
1247,user_41,masala omelette,fri,lunch,yes,office
1248,user_30,dehati chicken,mon,breakfast,no,office
1249,user_42,blueberry smoothie,tue,dinner,yes,office
1250,user_1,mishti doi,sat,lunch,yes,office
1251,user_21,pizza burger,thur,breakfast,yes,home
1252,user_76,fiery paneer tikka,tue,breakfast,yes,office
1253,user_49,cheesy garlic bread,sun,dinner,yes,home
1254,user_74,bhetki paturi,sat,breakfast,yes,office
1255,user_20,pie,sat,dinner,yes,office
1256,user_67,aloo samosa,sun,breakfast,yes,office
1257,user_36,coke float,wed,breakfast,yes,home
1258,user_95,buffalo wings,thur,dinner,yes,home
1259,user_1,coke float,mon,lunch,yes,office
1260,user_63,mango salad,tue,dinner,yes,office
1261,user_44,bhetki paturi,wed,lunch,yes,home
1262,user_57,almond crunch,tue,breakfast,yes,office
1263,user_6,oreo thick shakes,mon,lunch,yes,home
1264,user_84,croissants,thur,breakfast,yes,home
1265,user_95,mala chicken,tue,dinner,no,home
1266,user_55,aloo jeera,sat,breakfast,yes,office
1267,user_63,thali,fri,breakfast,yes,home
1268,user_46,mutton seekh kebab,mon,lunch,no,home
1269,user_42,pizza crispy crunch,thur,lunch,yes,office
1270,user_48,cinnamon tea,fri,dinner,yes,home
1271,user_15,fajitas,mon,lunch,yes,office
1272,user_84,samosa bun,wed,breakfast,yes,home
1273,user_45,apple jalebi,fri,dinner,yes,office
1274,user_23,chocolate mudpie,mon,lunch,yes,office
1275,user_15,sweet potato fries,mon,dinner,yes,home
1276,user_38,cold coffee,wed,lunch,yes,home
1277,user_7,crispy tacos,wed,lunch,yes,office
1278,user_34,french omelette,mon,lunch,yes,home
1279,user_43,designer cakes,mon,lunch,yes,home
1280,user_47,coke float,sun,breakfast,yes,office
1281,user_17,lava cake,sun,dinner,yes,office
1282,user_74,teriyaki chicken,thur,lunch,no,home
1283,user_26,veg manchow soup,sat,breakfast,yes,office
1284,user_53,peanut butter smoothie,wed,dinner,yes,office
1285,user_56,spinach pasta,thur,lunch,yes,office
1286,user_12,guntur chicken biryani,sat,breakfast,no,home
1287,user_10,velvet crunch,tue,breakfast,yes,home
1288,user_38,chocolate raspberry cake,tue,dinner,yes,home
1289,user_9,seafood ravioli,thur,dinner,yes,office
1290,user_30,kutchi dabeli,thur,lunch,yes,home
1291,user_6,poori bhaji,sun,breakfast,yes,home
1292,user_86,afghani kebab,tue,breakfast,yes,home
1293,user_72,chilli ramen,tue,lunch,yes,home
1294,user_61,wai wai bhel,wed,dinner,yes,office
1295,user_70,butter dosa,tue,breakfast,yes,office
1296,user_40,caramel chocolate,mon,lunch,yes,office
1297,user_81,ghee idli,sun,dinner,yes,home
1298,user_6,mint mojito,thur,dinner,yes,home
1299,user_95,chicken korma,wed,breakfast,no,office
1300,user_46,saffron chai,thur,lunch,yes,office
1301,user_43,chicken cheese sandwich,sun,dinner,no,office
1302,user_15,masala poori,fri,breakfast,yes,home
1303,user_70,vegetable moussaka,fri,dinner,yes,home
1304,user_20,sweet corn veg soup,thur,breakfast,yes,office
1305,user_62,laksa soup,tue,lunch,yes,home
1306,user_53,kali dosa,mon,breakfast,yes,home
1307,user_30,peri peri fries,sat,breakfast,yes,home
1308,user_80,nannari sharbat,sat,dinner,yes,office
1309,user_24,chicken cafreal,thur,dinner,no,home
1310,user_35,butterscotch cake,fri,lunch,yes,home
1311,user_83,jhol momos,tue,breakfast,yes,office
1312,user_51,shahi biryani,sat,dinner,yes,home
1313,user_99,death by chocolate,wed,dinner,yes,office
1314,user_14,watermelon martini,tue,breakfast,yes,home
1315,user_57,lime mojito,mon,lunch,yes,office
1316,user_8,egg pakora,wed,lunch,yes,home
1317,user_77,fish thali,fri,dinner,no,office
1318,user_93,english breakfast,mon,dinner,yes,home
1319,user_84,wild mushroom risotto,sun,breakfast,yes,office
1320,user_14,chicken baida roti,thur,dinner,no,home
1321,user_23,pork sausage,sun,breakfast,no,home
1322,user_72,club chicken sandwich,wed,breakfast,no,office
1323,user_75,dessert pizza,thur,lunch,yes,home
1324,user_53,meat pizza,fri,lunch,yes,office
1325,user_19,begun pora,thur,breakfast,yes,home
1326,user_63,andhra thali,sat,breakfast,yes,home
1327,user_36,brownie fudge,mon,lunch,yes,office
1328,user_40,dehati chicken,sat,dinner,no,home
1329,user_37,chicken kshatriya,fri,lunch,no,home
1330,user_81,thai green curry,sat,lunch,yes,office
1331,user_36,veg manchow soup,mon,breakfast,yes,home
1332,user_88,mud crab ravioli,sun,lunch,yes,office
1333,user_80,amritsari paneer,sun,lunch,yes,office
1334,user_55,chilli ramen,mon,lunch,yes,home
1335,user_1,treasure soup,mon,breakfast,yes,home
1336,user_95,chicken peri peri sizzler,mon,lunch,no,office
1337,user_9,sushi platter,tue,lunch,yes,home
1338,user_15,mayo sandwich,sat,lunch,yes,home
1339,user_35,aam panna,sun,dinner,yes,office
1340,user_4,sweet yogurt,thur,dinner,yes,office
1341,user_15,idli chatni,tue,dinner,yes,office
1342,user_92,cold coffee,sat,dinner,yes,office
1343,user_84,chicken pot biryani,sun,lunch,no,office
1344,user_70,burger combo,thur,lunch,yes,office
1345,user_5,donne biryani,fri,breakfast,yes,home
1346,user_41,mushroom omelette,fri,dinner,yes,home
1347,user_10,chole kulche,fri,lunch,yes,office
1348,user_47,anjal masala fry,wed,dinner,yes,office
1349,user_64,hydrabadi biryani,sun,dinner,yes,home
1350,user_1,ganna chicken,tue,breakfast,no,office
1351,user_81,ladoo,sun,breakfast,yes,home
1352,user_31,shephards pie,thur,dinner,yes,home
1353,user_32,pepper chicken,fri,breakfast,no,office
1354,user_39,masala lemonade,tue,lunch,yes,home
1355,user_67,chicken tikka sandwich,thur,dinner,no,office
1356,user_47,beef pho,wed,lunch,yes,home
1357,user_5,tandoori maggi,fri,dinner,yes,office
1358,user_85,chicken sandwiches,tue,lunch,no,home
1359,user_9,mushroom dumpling,tue,dinner,yes,office
1360,user_79,radhaballavi,sun,dinner,yes,home
1361,user_45,curd rice,mon,breakfast,yes,home
1362,user_54,jolada rotti,fri,breakfast,yes,office
1363,user_84,legendary arsalan,mon,lunch,yes,office
1364,user_49,bombil fry,sun,breakfast,yes,home
1365,user_39,lemon margarita,fri,breakfast,yes,home
1366,user_44,kozhi biryani,thur,breakfast,yes,office
1367,user_56,beef pickle,wed,lunch,yes,home
1368,user_62,vegetable biryani,thur,lunch,yes,home
1369,user_7,designer cakes,thur,dinner,yes,office
1370,user_61,cinnamon roll,fri,breakfast,yes,office
1371,user_51,chilli potatoes,thur,lunch,yes,home
1372,user_96,paneer tikka masala,sat,breakfast,yes,office
1373,user_50,paan shot,sun,lunch,yes,home
1374,user_82,crab toast,sat,lunch,yes,office
1375,user_56,kodi vepudu,thur,breakfast,yes,office
1376,user_99,chicken whopper,fri,breakfast,no,home
1377,user_37,stuffed mushroom,mon,dinner,yes,office
1378,user_1,chicken tikka pizza,wed,lunch,no,home
1379,user_61,egg curry,tue,breakfast,yes,home
1380,user_51,paneer tikki,wed,lunch,yes,home
1381,user_8,hyderabadi chicken dum biryani,sun,breakfast,no,office
1382,user_57,ginger lime mojito,mon,lunch,yes,office
1383,user_86,lemon soda,sun,lunch,yes,office
1384,user_51,lollipop biryani,tue,dinner,yes,home
1385,user_7,chilli prawns,sat,dinner,yes,home
1386,user_40,breads,sun,breakfast,yes,home
1387,user_50,gini dosa,wed,breakfast,yes,office
1388,user_97,kadak chai,wed,dinner,yes,office
1389,user_70,dessert jar,tue,breakfast,yes,office
1390,user_6,mutton seekh,fri,dinner,no,office
1391,user_94,fattoush,wed,lunch,yes,home
1392,user_73,marwai sukka,sun,breakfast,yes,home
1393,user_89,mezze platter,thur,lunch,yes,office
1394,user_77,pahadi kebab,sat,lunch,yes,home
1395,user_8,chicken soup,wed,lunch,no,office
1396,user_35,chicken honey,sat,dinner,no,home
1397,user_62,brewed beer,wed,breakfast,yes,office
1398,user_67,paper plain dosa,wed,dinner,yes,home
1399,user_6,chicken curry,fri,lunch,no,home
1400,user_48,beijing chicken,sat,dinner,no,home
1401,user_90,crispy okra,tue,dinner,yes,home
1402,user_85,chicken patty,sun,dinner,no,home
1403,user_29,greek salad,mon,dinner,yes,home
1404,user_67,chicken nihari,fri,lunch,no,office
1405,user_74,panipuri,sun,lunch,yes,office
1406,user_7,chicken sizzler,sun,lunch,no,home
1407,user_34,crispy noodle,sun,dinner,yes,office
1408,user_76,ajwaini paratha,sat,breakfast,yes,office
1409,user_29,mutton pasanda,sat,lunch,no,office
1410,user_88,egg devils,sat,dinner,yes,office
1411,user_86,sattu paratha,wed,dinner,yes,home
1412,user_29,chicken tikka sandwich,fri,dinner,no,home
1413,user_35,berryblast,mon,lunch,yes,home
1414,user_64,lassi,thur,dinner,yes,office
1415,user_98,vada sambar,sat,lunch,yes,office
1416,user_46,thai noodles,tue,breakfast,yes,office
1417,user_51,anjal fry,wed,lunch,yes,home
1418,user_24,raj kachori,wed,dinner,yes,home
1419,user_94,mushroom burger,sat,dinner,yes,home
1420,user_81,tandoori platter,sat,dinner,yes,home
1421,user_88,chicken biryani,mon,dinner,no,home
1422,user_51,mushroom bruschettas,fri,breakfast,yes,home
1423,user_57,kesar kulfi,wed,dinner,yes,office
1424,user_18,beer,sun,breakfast,yes,office
1425,user_97,hash brown,sun,dinner,yes,home
1426,user_2,beef steak,sat,dinner,yes,home
1427,user_45,chocolate halwa,wed,dinner,yes,office
1428,user_91,rainbow pastry,wed,breakfast,yes,office
1429,user_9,nalli nihari,tue,lunch,yes,office
1430,user_25,mutton keema masala,thur,dinner,no,home
1431,user_77,paneer sizzler,sun,dinner,yes,office
1432,user_35,veg puff,fri,dinner,yes,office
1433,user_20,singapore chicken,tue,lunch,no,office
1434,user_69,pork sizzler,wed,lunch,no,office
1435,user_75,pothichoru,sun,lunch,yes,office
1436,user_52,matar paneer,wed,lunch,yes,office
1437,user_34,chicken tenders,mon,lunch,no,office
1438,user_77,mushroom omelette,mon,breakfast,yes,office
1439,user_13,oreo delight,wed,lunch,yes,office
1440,user_57,cut fruits,tue,lunch,yes,home
1441,user_65,hummus platter,sun,dinner,yes,office
1442,user_45,bombay sandwich,thur,lunch,yes,home
1443,user_22,ghee roast paneer,mon,dinner,yes,home
1444,user_95,crispy fried chicken,sun,lunch,no,office
1445,user_62,idli chatni,tue,breakfast,yes,home
1446,user_15,wild mushroom risotto,thur,lunch,yes,home
1447,user_70,paneer roll,fri,lunch,yes,office
1448,user_62,chicken breast,thur,breakfast,no,office
1449,user_98,orange juice,sat,dinner,yes,office
1450,user_22,chole kulche,tue,dinner,yes,home
1451,user_65,rice,tue,breakfast,yes,office
1452,user_15,mango milkshake,sat,lunch,yes,office
1453,user_35,pink sauce pasta,wed,breakfast,yes,office
